Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-03-07,11:48 AM,"Lunch","Avocado, Black Skin","146.00 g",243.82,0.00,0.00,1.90,205.86,105.60,0.11,0.21,2.79,2.14,0.42,0.00,91.98,129.94,10.77,12.85,0.00,2.82,30.66,18.98,0.25,0.89,42.34,0.22,78.84,740.22,0.58,11.68,0.99,2.62,12.61,9.93,6.31,3.65,0.16,0.44,22.50,0.00,14.31,2.65,3.10,0.00,0.16,0.16,0.00,0.00,2.47,0.00,2.44,0.04,0.07,0.12,0.21,0.19,0.05,0.14,2.86,0.11,0.04,0.07,0.15,"Fruits and Fruit Juices"
2024-03-07,11:59 AM,"Lunch","Olympic, Organic Sour Cream","2.00 x 2.0 Tbsp. (30mL)",100.00,,,,,,,,,,,,,,35.96,0.00,,,,80.00,,0.00,,,,80.00,,30.00,,2.00,2.00,0.00,,,,2.00,8.00,30.00,,,5.00,0.40,,,,,,,,,,,,,,,2.00,,,,,"Dairy and Egg Products"
2024-03-07,12:04 PM,"Lunch","San Marcos, Whole Jalapeno Peppers","2.00 serving",19.80,,,,,,,,,,,,,,,,0.00,,,0.00,,0.40,,,,100.20,,720.00,,2.02,4.00,1.98,,,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,""
2024-03-07,5:47 PM,"Dinner","Beef Steak, Tenderloin or Filet Mignon, No Visible Fat Eaten","168.00 g",342.72,0.00,0.00,0.37,0.00,100.11,0.12,0.27,9.00,1.02,0.68,2.87,0.00,16.80,0.00,0.00,10.08,0.72,2.52,11.76,0.12,4.25,33.60,0.02,324.24,423.36,53.26,68.88,8.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.12,151.20,6.58,0.62,5.74,0.69,0.18,0.15,0.00,0.01,0.30,0.04,0.27,0.67,1.64,2.34,4.10,4.35,1.34,2.03,51.53,2.06,0.34,1.64,2.56,"Beef Products"
2024-03-07,5:48 PM,"Dinner","Sweet Potato, Baked","309.00 g",278.10,0.00,0.00,270.68,9.89,234.16,0.33,0.33,4.59,2.73,0.88,0.00,35562.81,18.54,2969.10,60.56,0.00,2.19,7.11,117.42,0.50,2.13,83.43,1.54,166.86,1467.75,0.62,111.24,0.99,53.51,63.99,10.20,7.51,2.69,21.78,20.02,0.46,0.00,0.01,0.28,0.16,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.22,0.36,0.26,0.11,0.35,6.21,0.33,0.12,0.14,0.34,"Vegetables and Vegetable Products"
2024-03-07,5:55 PM,"Dinner","Brussels Sprouts, Raw","150.00 g",64.50,0.00,0.00,22.80,24.65,129.00,0.21,0.14,1.12,0.46,0.33,0.00,675.00,91.50,56.63,127.50,0.00,1.32,265.50,63.00,0.11,2.10,34.50,0.51,103.50,583.50,2.40,37.50,0.63,7.60,13.42,5.70,4.98,0.72,4.43,3.30,0.45,0.00,0.03,0.23,0.09,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.20,0.23,0.23,0.05,0.15,5.07,0.18,0.06,0.08,0.23,"Vegetables and Vegetable Products"
2024-03-07,1:55 PM,"Dinner","Olive Oil","5.00 g",44.20,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,3.01,0.05,0.00,0.03,0.00,0.00,0.00,0.05,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.65,0.53,0.69,0.01,0.04,0.04,0.00,0.00,0.49,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2024-03-07,5:56 PM,"Dinner","Maple Syrup","15.00 g",39.00,0.00,0.00,0.10,0.00,4.86,0.01,0.19,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.30,0.00,0.02,3.15,0.44,0.30,31.80,0.09,1.80,0.22,10.06,10.06,0.00,0.00,0.00,0.00,9.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,"Sweets"
2024-03-07,5:56 PM,"Dinner","Butter, Salted","10.00 g",72.80,0.00,0.00,0.01,0.00,1.58,0.00,0.00,0.00,0.01,0.00,0.00,16.80,0.50,75.84,0.00,1.60,0.00,0.70,2.10,0.00,0.01,0.20,0.00,2.20,2.30,0.00,52.40,0.01,0.06,0.06,0.00,0.00,0.00,0.00,0.06,8.22,23.50,1.69,0.25,4.56,0.33,0.04,0.03,0.00,0.00,0.20,0.01,0.19,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.09,0.00,0.00,0.00,0.00,"Fats and Oils"
2024-03-07,1:47 PM,"Snacks","Mango, Fresh","202.00 g",121.20,0.00,0.00,0.91,40.40,168.59,0.06,0.08,1.35,0.40,0.24,0.00,1292.80,86.86,109.33,73.53,0.00,1.82,8.48,22.22,0.22,0.32,20.20,0.13,28.28,339.36,1.21,2.02,0.18,26.70,30.26,3.23,1.98,1.27,0.46,27.59,0.77,0.00,0.28,0.14,0.19,0.00,0.10,0.10,0.00,0.00,0.04,0.00,0.04,0.00,0.04,0.06,0.10,0.13,0.02,0.05,1.66,0.06,0.03,0.03,0.08,"Fruits and Fruit Juices"
2024-03-07,7:41 PM,"Snacks","Kiwi Fruit, Green","71.00 g",43.31,0.00,0.00,14.77,4.62,58.98,0.02,0.02,0.24,0.13,0.04,0.00,36.92,17.75,3.08,65.82,0.00,0.93,28.61,24.14,0.09,0.22,12.07,0.07,24.14,221.52,0.14,2.13,0.10,8.18,10.41,2.13,1.70,0.43,0.00,6.38,0.37,0.00,0.03,0.20,0.02,0.00,0.03,0.03,0.00,0.00,0.17,0.00,0.17,0.02,0.02,0.04,0.05,0.04,0.02,0.03,0.81,0.03,0.01,0.02,0.04,"Fruits and Fruit Juices"
2024-03-07,7:42 PM,"Snacks","Kirkland Signature, Pistachios, Roasted & Salted","10.00 g",56.67,,,,,0.18,0.07,0.02,0.14,0.05,0.11,,15.90,5.10,1.30,0.30,,0.22,1.32,10.00,0.13,0.40,10.90,0.12,46.90,100.00,1.00,53.33,0.23,1.67,2.67,1.00,,,0.14,0.67,4.67,0.00,,,0.50,0.00,,,,,,,,0.03,0.05,0.10,0.17,0.12,0.04,0.11,2.00,0.07,0.03,0.05,0.13,"Nut and Seed Products"
2024-03-08,7:51 AM,"Breakfast","Bananas, Raw","107.00 g",94.16,0.00,0.00,6.10,3.42,80.57,0.06,0.00,0.71,0.36,0.22,0.00,8.56,14.98,1.03,13.16,0.00,0.14,0.11,5.35,0.11,0.00,29.96,0.28,23.54,348.82,0.00,0.00,0.17,22.78,24.61,1.82,1.23,0.59,3.92,16.93,0.31,0.00,0.03,0.08,0.12,0.00,0.03,0.03,0.00,0.00,0.05,0.00,0.05,0.01,0.06,0.02,0.05,0.04,0.01,0.04,0.79,0.02,0.01,0.01,0.03,"Fruits and Fruit Juices"
2024-03-08,7:51 AM,"Breakfast","Blueberry, Frozen, Unsweetened","36.00 g",18.36,0.00,0.00,0.89,0.91,31.17,0.01,0.01,0.19,0.05,0.02,0.00,10.08,2.52,0.84,0.90,0.00,0.17,5.90,2.88,0.01,0.06,1.80,0.05,3.96,19.44,0.04,0.36,0.03,3.41,4.38,0.97,0.88,0.09,0.01,3.04,0.23,0.00,0.03,0.10,0.02,0.00,0.04,0.04,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.15,0.00,0.00,0.00,0.01,"Fruits and Fruit Juices"
2024-03-08,7:52 AM,"Breakfast","Kirkland Signature, Natural Peanut Butter, Creamy","25.00 g",144.53,,,,,,,,,,,,,,0.00,0.00,,,,15.63,,0.56,,,,,,0.00,,3.13,5.47,2.34,,,,1.56,12.50,0.00,,,1.56,0.00,,,,,,,,,,,,,,,6.25,,,,,"Vegetables and Vegetable Products"
2024-03-08,7:52 AM,"Breakfast","Overnight protien oats","1.00 full recipe",615.00,0.00,0.00,0.30,0.00,132.15,0.08,0.21,0.16,0.54,0.09,0.81,10.50,0.00,47.37,0.00,57.60,0.08,0.45,414.86,0.00,4.43,18.00,0.00,151.50,546.43,2.85,150.75,0.63,53.28,61.86,8.57,0.00,0.00,0.00,10.70,12.03,121.13,1.03,0.16,4.40,0.17,0.02,0.02,0.00,0.00,0.13,0.01,0.13,0.03,0.15,0.26,0.50,0.45,0.14,0.24,64.64,0.23,0.06,0.24,0.31,""
2024-03-08,7:52 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2024-03-08,12:05 PM,"Lunch","Tingal de pollo","220.00 g",358.54,0.00,0.00,0.96,3.12,134.84,0.12,0.19,18.98,1.53,0.96,0.52,0.41,13.80,129.57,5.78,7.62,0.97,2.94,55.39,0.09,2.74,45.22,0.08,341.06,551.56,37.40,678.82,1.94,9.27,11.89,2.51,0.37,0.22,0.00,6.74,11.55,129.59,5.17,1.91,2.49,0.14,0.18,0.09,0.05,0.02,1.63,0.12,1.50,0.61,1.47,2.49,3.55,4.02,1.30,1.88,48.73,2.00,0.56,1.60,2.35,""
2024-03-08,12:05 PM,"Lunch","Dona Elsita, Taco Corn Tortillas","129.00 g",245.10,,,,,,,,,,,,,,0.00,0.00,,,,51.60,,1.39,,,,,,20.64,,46.44,51.60,5.16,,,,2.58,2.58,0.00,,,0.00,0.00,,,,,,,,,,,,,,,5.16,,,,,"Baked Products"
2024-03-08,12:05 PM,"Lunch","Avocado, Black Skin","80.00 g",133.60,0.00,0.00,1.04,112.80,57.86,0.06,0.11,1.53,1.17,0.23,0.00,50.40,71.20,5.90,7.04,0.00,1.54,16.80,10.40,0.14,0.49,23.20,0.12,43.20,405.60,0.32,6.40,0.54,1.44,6.91,5.44,3.46,2.00,0.09,0.24,12.33,0.00,7.84,1.45,1.70,0.00,0.09,0.09,0.00,0.00,1.35,0.00,1.34,0.02,0.04,0.07,0.11,0.10,0.03,0.08,1.57,0.06,0.02,0.04,0.08,"Fruits and Fruit Juices"
2024-03-08,12:06 PM,"Lunch","Sour Cream","56.00 g",108.08,0.00,0.00,0.34,0.00,40.64,0.02,0.09,0.06,0.26,0.02,0.03,14.00,3.36,86.31,0.50,0.00,0.21,0.67,59.92,0.00,0.00,5.60,0.00,57.12,86.24,2.07,28.00,0.22,3.07,3.11,0.00,0.00,0.00,0.00,1.91,10.07,29.68,2.13,0.45,5.99,0.49,0.05,0.04,0.00,0.00,0.22,0.00,0.22,0.02,0.05,0.09,0.18,0.15,0.04,0.09,1.72,0.08,0.02,0.09,0.11,"Dairy and Egg Products"
2024-03-08,12:26 PM,"Lunch","Mango, Dried, Unsweetened","18.00 g",59.76,0.00,0.00,0.42,19.17,2.80,0.00,0.01,0.11,0.02,0.02,0.00,23.75,3.96,1.98,5.40,0.00,0.08,4.23,9.00,0.02,0.16,1.80,0.01,2.52,30.24,0.11,15.84,0.02,13.71,14.16,0.30,0.18,0.12,0.12,13.09,0.38,0.00,0.14,0.07,0.09,0.00,0.05,0.05,0.00,0.00,0.02,0.00,0.02,0.00,0.01,0.01,0.02,0.03,0.00,0.01,0.31,0.01,0.00,0.01,0.02,"Fruits and Fruit Juices"
2024-03-08,6:07 PM,"Dinner","Rice, White, Long-Grain, Regular, Enriched, Cooked","230.00 g",299.00,0.00,0.00,5.52,103.09,157.41,0.37,0.03,3.39,0.90,0.21,0.00,0.00,98.44,0.00,0.00,0.00,0.09,0.00,23.00,0.16,2.76,27.60,1.09,98.90,80.50,17.25,2.30,1.13,63.97,64.79,0.78,0.78,0.00,52.90,0.07,0.64,0.00,0.20,0.17,0.18,0.00,0.03,0.03,0.00,0.00,0.14,0.00,0.14,0.13,0.14,0.27,0.51,0.22,0.14,0.33,6.19,0.22,0.07,0.21,0.38,"Cereal Grains and Pasta"
2024-03-08,6:07 PM,"Dinner","Tuna, Raw","220.00 g",316.80,0.00,0.00,1.98,0.00,149.80,0.53,0.55,19.04,2.32,1.00,20.75,0.00,4.40,1441.00,0.00,499.40,2.20,0.00,17.60,0.19,2.24,110.00,0.03,558.80,554.40,80.30,85.80,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.78,83.60,3.52,3.15,2.77,0.17,2.94,0.00,1.96,0.62,0.13,0.09,0.04,0.55,1.51,2.36,4.17,4.71,1.52,2.00,51.33,2.25,0.57,1.73,2.64,"Finfish and Shellfish Products"
2024-03-08,6:08 PM,"Dinner","Mango, Fresh","50.00 g",30.00,0.00,0.00,0.23,10.00,41.73,0.01,0.02,0.33,0.10,0.06,0.00,320.00,21.50,27.06,18.20,0.00,0.45,2.10,5.50,0.06,0.08,5.00,0.03,7.00,84.00,0.30,0.50,0.05,6.61,7.49,0.80,0.49,0.32,0.11,6.83,0.19,0.00,0.07,0.04,0.05,0.00,0.03,0.03,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.03,0.03,0.00,0.01,0.41,0.02,0.01,0.01,0.02,"Fruits and Fruit Juices"
2024-03-08,5:08 PM,"Dinner","Avocado, Black Skin","44.00 g",73.48,0.00,0.00,0.57,62.04,31.83,0.03,0.06,0.84,0.64,0.13,0.00,27.72,39.16,3.24,3.87,0.00,0.85,9.24,5.72,0.07,0.27,12.76,0.07,23.76,223.08,0.18,3.52,0.30,0.79,3.80,2.99,1.90,1.10,0.05,0.13,6.78,0.00,4.31,0.80,0.94,0.00,0.05,0.05,0.00,0.00,0.74,0.00,0.74,0.01,0.02,0.04,0.06,0.06,0.02,0.04,0.86,0.03,0.01,0.02,0.05,"Fruits and Fruit Juices"
2024-03-08,6:01 PM,"Dinner","Red Bell Peppers, Raw","45.00 g",12.15,0.00,0.00,1.98,15.98,41.37,0.02,0.06,0.46,0.14,0.14,0.00,730.80,21.15,70.46,63.76,0.00,0.71,2.21,2.70,0.02,0.16,4.95,0.06,12.15,95.85,0.00,0.00,0.09,2.44,2.99,0.52,0.21,0.31,0.00,1.89,0.06,0.00,0.00,0.03,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.02,0.41,0.02,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2024-03-08,6:01 PM,"Dinner","Carrots, Raw","45.00 g",20.25,0.00,0.00,19.89,7.10,39.47,0.03,0.04,0.63,0.12,0.07,0.00,3728.25,16.65,375.88,2.66,0.00,0.39,3.74,13.50,0.03,0.07,5.40,0.06,18.00,126.00,0.00,39.15,0.11,3.13,4.62,1.40,1.16,0.24,0.64,2.13,0.16,0.00,0.01,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.03,0.05,0.05,0.01,0.03,0.42,0.09,0.01,0.02,0.03,"Vegetables and Vegetable Products"
2024-03-08,6:02 PM,"Dinner","Hot Chili Sauce, Sriracha","3.00 tbsp",54.40,0.00,0.00,4.56,19.47,42.03,0.05,0.13,0.73,0.22,0.27,0.00,737.67,12.87,75.32,15.74,0.00,2.81,6.38,10.53,0.04,0.96,9.36,0.09,26.91,187.78,0.23,1242.52,0.14,9.89,11.21,1.29,0.80,0.49,0.80,8.84,0.54,0.00,0.02,0.28,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,0.02,0.03,0.05,0.05,0.01,0.03,1.13,0.04,0.02,0.02,0.05,"Soups, Sauces, and Gravies"
2024-03-08,4:58 PM,"Dinner","Kadoya, Roasted Sesame Oil","1.00 x 2.0 tsp (10mL)",80.00,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,0.00,,0.00,,0.00,0.00,0.00,,,,0.00,9.00,0.00,,,1.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Fats and Oils"
2024-03-08,10:48 AM,"Snacks","Siggi's, 0% Fat Icelandic Yogurt, Vanilla","195.00 g",144.86,,,,,,,,,,,,,,,,,,,195.00,,0.00,,,,278.57,,66.86,,15.60,15.60,0.00,,,,12.26,0.33,11.14,,,0.22,0.00,,,,,,,,,,,,,,,20.06,,,,,"Dairy and Egg Products"
2024-03-08,10:48 AM,"Snacks","Ghost, Whey Protein, Chips Ahoy!","23.00 g",94.36,,,,,,,,,,,,,,0.00,0.00,,,,58.97,,0.00,,,,41.28,,82.56,,4.13,4.13,0.00,,,,2.36,1.77,23.59,,,0.88,0.00,,,,,,,,,,,,,,,14.74,,,,,"Supplements"
2024-03-08,4:05 PM,"Snacks","Siggi's, 0% Fat Icelandic Yogurt, Vanilla","175.00 g",130.00,,,,,,,,,,,,,,,,,,,175.00,,0.00,,,,250.00,,60.00,,14.00,14.00,0.00,,,,11.00,0.30,10.00,,,0.20,0.00,,,,,,,,,,,,,,,18.00,,,,,"Dairy and Egg Products"
2024-03-08,4:07 PM,"Snacks","Lean goanola","25.00 g",100.65,0.00,0.00,0.01,0.00,0.33,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.96,0.00,0.78,0.21,0.03,0.02,68.96,0.01,0.12,0.02,15.94,17.72,1.78,0.00,0.00,0.00,7.01,2.29,0.00,0.04,0.02,1.19,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,0.00,""
2024-03-08,8:06 PM,"Snacks","Fairlife, Ultrafiltered Partially Skimmed Milk, Chocolate","199.00 g",119.40,,,,,,,0.32,,,,0.92,,,79.52,,79.60,,,318.40,,0.60,23.88,,238.80,437.80,,222.88,1.19,9.55,10.35,0.80,,,,9.55,3.58,15.92,,,2.39,0.00,,,,,,,,,,,,,,,11.14,,,,,"Dairy and Egg Products"
2024-03-08,8:07 PM,"Snacks","Popcorn, Home Popped, Hot Air Popped","3.00 cup, whole pieces",92.86,0.00,0.00,13.03,147.33,0.80,0.02,0.02,0.55,0.12,0.04,0.00,21.36,7.44,2.36,0.00,0.00,0.07,0.29,1.68,0.06,0.77,34.55,0.27,85.90,78.94,0.00,1.92,0.74,15.16,18.66,3.48,3.48,0.00,13.05,0.21,1.09,0.00,0.23,0.56,0.15,0.00,0.01,0.01,0.00,0.00,0.54,0.00,0.54,0.05,0.09,0.10,0.35,0.08,0.06,0.14,3.10,0.11,0.02,0.12,0.15,"Snacks"
2024-03-09,7:10 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2024-03-09,8:10 AM,"Breakfast","Bananas, Raw","99.00 g",87.12,0.00,0.00,5.64,3.17,74.55,0.06,0.00,0.66,0.33,0.21,0.00,7.92,13.86,0.95,12.18,0.00,0.13,0.10,4.95,0.10,0.00,27.72,0.26,21.78,322.74,0.00,0.00,0.16,21.08,22.77,1.68,1.14,0.54,3.62,15.66,0.29,0.00,0.03,0.07,0.11,0.00,0.03,0.03,0.00,0.00,0.05,0.00,0.05,0.01,0.05,0.02,0.05,0.03,0.00,0.03,0.73,0.02,0.01,0.01,0.03,"Fruits and Fruit Juices"
2024-03-09,8:10 AM,"Breakfast","Kirkland Signature, Natural Peanut Butter, Creamy","23.00 g",132.97,,,,,,,,,,,,,,0.00,0.00,,,,14.38,,0.52,,,,,,0.00,,2.88,5.03,2.16,,,,1.44,11.50,0.00,,,1.44,0.00,,,,,,,,,,,,,,,5.75,,,,,"Vegetables and Vegetable Products"
2024-03-09,8:10 AM,"Breakfast","Ghost, Whey Protein, Chips Ahoy!","62.00 g",254.36,,,,,,,,,,,,,,0.00,0.00,,,,158.97,,0.00,,,,111.28,,222.56,,11.13,11.13,0.00,,,,6.36,4.77,63.59,,,2.38,0.00,,,,,,,,,,,,,,,39.74,,,,,"Supplements"
2024-03-09,8:10 AM,"Breakfast","Siggi's, 0% Fat Icelandic Yogurt, Vanilla","100.00 g",74.29,,,,,,,,,,,,,,,,,,,100.00,,0.00,,,,142.86,,34.29,,8.00,8.00,0.00,,,,6.29,0.17,5.71,,,0.11,0.00,,,,,,,,,,,,,,,10.29,,,,,"Dairy and Egg Products"
2024-03-09,8:11 AM,"Breakfast","One Degree Organic Foods, Sprouted Rolled Oats","75.00 g",300.00,,,,,,,,,,,,,,,,,,,42.86,,3.75,,,,321.43,,0.00,,40.71,49.29,8.57,,,,0.00,5.36,0.00,,,0.86,0.00,,,,,,,,,,,,,,,12.86,,,,,"Cereal Grains and Pasta"
2024-03-09,8:11 AM,"Breakfast","Milk, Whole","150.00 g",90.00,0.00,0.00,0.30,0.00,132.15,0.08,0.21,0.16,0.54,0.09,0.81,10.50,0.00,47.37,0.00,57.60,0.08,0.45,184.50,0.00,0.00,18.00,0.00,151.50,225.00,2.85,57.00,0.63,6.94,6.95,0.00,0.00,0.00,0.00,6.95,4.80,18.00,1.03,0.16,2.79,0.17,0.02,0.02,0.00,0.00,0.13,0.01,0.13,0.03,0.15,0.26,0.50,0.45,0.14,0.24,4.91,0.23,0.06,0.24,0.31,"Dairy and Egg Products"
2024-03-09,1:09 PM,"Lunch","Noble, Ground Bison, Extra Lean [Copy]","229.00 g",364.78,,,,,,,,,,,,,,,,,,,24.93,,4.05,,,,693.08,,121.59,,0.00,0.00,0.00,,,,0.00,22.29,121.59,,,10.13,0.00,1.36,,,,,,,,,,,,,,46.61,,,,,"Lamb, Veal, and Game Products"
2024-03-09,1:09 PM,"Lunch","Rice, White, Long-Grain, Regular, Enriched, Cooked","250.00 g",325.00,0.00,0.00,6.00,112.05,171.10,0.41,0.03,3.69,0.98,0.23,0.00,0.00,107.00,0.00,0.00,0.00,0.10,0.00,25.00,0.17,3.00,30.00,1.18,107.50,87.50,18.75,2.50,1.22,69.53,70.43,0.85,0.85,0.00,57.50,0.08,0.70,0.00,0.22,0.19,0.19,0.00,0.03,0.03,0.00,0.00,0.16,0.00,0.16,0.14,0.16,0.29,0.56,0.24,0.16,0.36,6.73,0.24,0.08,0.23,0.41,"Cereal Grains and Pasta"
2024-03-09,1:09 PM,"Lunch","Avocado Oil","2.00 tsp",80.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.08,0.00,6.41,1.23,1.05,0.00,0.08,0.08,0.00,0.00,1.14,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2024-03-09,1:10 PM,"Lunch","Thai Agri Foods, Aroy-D, Red Curry Paste","2.00 serving",30.00,,,,,,,,,,,,,,0.00,0.00,,,,39.90,,1.80,,,,,,1380.00,,1.00,4.00,3.00,,,,0.00,1.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,""
2024-03-09,6:10 PM,"Dinner","Raising Cane's, Chicken Finger, 130 Cal","5.00 finger",650.00,,,,,,,,,,,,,,,,,,,,,,,,,,,950.00,,20.00,25.00,5.00,,,,0.00,30.00,200.00,,,5.00,0.00,,,,,,,,,,,,,,,65.00,,,,,"Restaurant Foods"
2024-03-09,6:10 PM,"Dinner","Raising Cane's, Cane's Sauce","1.50 Serving",285.00,,,,,,,,,,,,,,,,,,,,,,,,,,,870.00,,9.00,9.00,0.00,,,,6.00,28.50,15.00,,,4.50,0.00,,,,,,,,,,,,,,,0.00,,,,,"Restaurant Foods"
2024-03-09,10:42 AM,"Snacks","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2024-03-09,10:42 AM,"Snacks","Kirkland Signature, Pistachios, Roasted & Salted","20.00 g",113.33,,,,,0.36,0.14,0.05,0.27,0.10,0.22,,31.80,10.20,2.60,0.60,,0.43,2.64,20.00,0.26,0.80,21.80,0.25,93.80,200.00,2.00,106.67,0.47,3.33,5.33,2.00,,,0.28,1.33,9.33,0.00,,,1.00,0.00,,,,,,,,0.06,0.11,0.19,0.34,0.24,0.08,0.23,4.00,0.14,0.05,0.11,0.26,"Nut and Seed Products"
2024-03-09,4:07 PM,"Snacks","Baklava","25.00 g",120.26,0.00,0.00,6.12,49.14,4.87,0.05,0.03,0.35,0.06,0.04,0.00,8.65,14.15,36.09,0.10,0.76,0.24,3.29,6.89,0.07,0.36,9.19,0.20,25.92,30.85,1.65,41.05,0.19,8.12,8.55,0.42,0.27,0.15,3.14,4.81,9.45,11.16,1.72,3.79,2.75,0.16,0.66,0.65,0.00,0.00,3.13,0.01,3.13,0.02,0.03,0.05,0.09,0.03,0.02,0.06,1.31,0.04,0.01,0.04,0.05,"Sweets"
2024-03-09,6:09 PM,"Snacks","Bourbon","4.00 jigger/shot - each 1.5 fl oz",385.31,55.71,0.00,0.53,,111.09,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.00,0.03,6.67,3.34,0.00,1.67,0.07,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
